user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
385079137,1479824715455869e3,2022-01-08T14:38:00Z,HanoverResearch,#Highered institutions are increasingly experimenting with #virtualevents and online tactics to engage prospective students. Check out our infographic to design compelling #virtualadmissions events https://t.co/VUbj0cWWYi https://t.co/ybrcEXvflm,HubSpot,221,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,Highered virtualevents virtualadmissions,NA,hubs.ly/Q011jxj70,https://t.co/VUbj0cWWYi,https://hubs.ly/Q011jxj70,http://pbs.twimg.com/media/FIlkvIbWQAkYBbb.jpg,https://t.co/ybrcEXvflm,https://twitter.com/HanoverResearch/status/1479824715455868930/photo/1,photo,http://pbs.twimg.com/media/FIlkvIbWQAkYBbb.jpg,https://t.co/ybrcEXvflm,https://twitter.com/HanoverResearch/status/1479824715455868930/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/HanoverResearch/status/1479824715455868930,Hanover Research,"Arlington, VA",Full service market research and analytics firm providing clients with critical insights that drive success.,http://t.co/3Y74eLCMRY,FALSE,1826,1127,63,10464,472,2011-10-04T20:48:00Z,FALSE,http://t.co/3Y74eLCMRY,http://www.hanoverresearch.com,NA,https://pbs.twimg.com/profile_banners/385079137/1539030243,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1440322182098264069/IwaM2qgl_normal.jpg
218139228,1.4798152705501921e+18,2022-01-08T14:00:28Z,RumbleTalk,"Moderate your event effectively when you use the Moderated Chat as your chat type. Messages are pre-approved before they are seen by the chat members. 

https://t.co/G0Z7ve60Rv 

#moderatedchat #qa #QandA #qachat #chatmoderation #modchat #liveevent #virtualevents https://t.co/y2FGcT8ooP",Buffer,263,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,moderatedchat qa QandA qachat chatmoderation modchat liveevent virtualevents,NA,buff.ly/3ePiBeV,https://t.co/G0Z7ve60Rv,https://buff.ly/3ePiBeV,http://pbs.twimg.com/media/FIlcJSyWQAk49_g.jpg,https://t.co/y2FGcT8ooP,https://twitter.com/RumbleTalk/status/1479815270550192131/photo/1,photo,http://pbs.twimg.com/media/FIlcJSyWQAk49_g.jpg,https://t.co/y2FGcT8ooP,https://twitter.com/RumbleTalk/status/1479815270550192131/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/RumbleTalk/status/1479815270550192131,RumbleTalk Chat,Online,"All in one group chat platform. Social, private and moderated chat solutions for web communities and live events. Monetize with paid access and payment requests",https://t.co/WPsOqwyyib,FALSE,3889,518,24,1760,53,2010-11-21T14:47:20Z,FALSE,https://t.co/WPsOqwyyib,https://www.rumbletalk.com,NA,https://pbs.twimg.com/profile_banners/218139228/1434660316,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/1285864875/twittericon1-trans-talk_normal.png
806820218483843100,1479813842473406500,2022-01-08T13:54:48Z,iConnectX,"iConnectX paves the way to online auction success for nonprofits. Find the tools you need to maximize support today!  
https://t.co/UTxyFYW1Yh
#OnlineAuctions #TextToGive #onlineeventticketing #nonprofitfundraising #VirtualFundraising #onlinedonation #VirtualEvents  #Nonprofits https://t.co/NLZDi6Omna",Twitter Web App,278,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,OnlineAuctions TextToGive onlineeventticketing nonprofitfundraising VirtualFundraising onlinedonation VirtualEvents Nonprofits,NA,bit.ly/3JR07ck,https://t.co/UTxyFYW1Yh,https://bit.ly/3JR07ck,http://pbs.twimg.com/media/FIlau4XVcAE7TmF.jpg,https://t.co/NLZDi6Omna,https://twitter.com/iConnectX/status/1479813842473406464/photo/1,photo,http://pbs.twimg.com/media/FIlau4XVcAE7TmF.jpg,https://t.co/NLZDi6Omna,https://twitter.com/iConnectX/status/1479813842473406464/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/iConnectX/status/1479813842473406464,iConnectX - Auction and Event Ticketing,Bloomfield Hills,@iConnectX is a #fundraising technology for nonprofits and businesses to raise funds via #auctions #event_ticketing #donations  #virtualevents #textgiving .,https://t.co/BlGHp1WpyT,FALSE,1206,2661,14,4665,2169,2016-12-08T11:18:24Z,FALSE,https://t.co/BlGHp1WpyT,https://www.iconnectx.com,NA,https://pbs.twimg.com/profile_banners/806820218483843072/1629322969,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1428110157318348800/4jKUXK5k_normal.jpg
3127586856,1479808198504710100,2022-01-08T13:32:22Z,StarClinch,"Ultimate #Elections2022 has already started and you still don't know! Vote for #virtualevents
Go for best virtual artists now 
@StarClinch https://t.co/ZQTZ2HdeHH",Twitter Web App,138,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,Elections2022 virtualevents,NA,NA,NA,NA,http://pbs.twimg.com/media/FIlUoMcVUAEQ36m.jpg,https://t.co/ZQTZ2HdeHH,https://twitter.com/StarClinch/status/1479808198504710145/photo/1,photo,http://pbs.twimg.com/media/FIlUoMcVUAEQ36m.jpg,https://t.co/ZQTZ2HdeHH,https://twitter.com/StarClinch/status/1479808198504710145/photo/1,NA,3127586856,StarClinch,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/StarClinch/status/1479808198504710145,StarClinch.com,"New Delhi, Delhi",NA,http://t.co/FNrPpd4lBO,FALSE,286,81,17,462,33,2015-04-01T19:09:59Z,FALSE,http://t.co/FNrPpd4lBO,http://www.starclinch.com,NA,https://pbs.twimg.com/profile_banners/3127586856/1488526401,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/619924708172017664/HdJ9ef4I_normal.jpg
3127586856,1479423869953855500,2022-01-07T12:05:11Z,StarClinch,"Who's your best buddy in a Virtual Event?
#VirtualEvents #virtual",Twitter Web App,65,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,VirtualEvents virtual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/StarClinch/status/1479423869953855489,StarClinch.com,"New Delhi, Delhi",NA,http://t.co/FNrPpd4lBO,FALSE,286,81,17,462,33,2015-04-01T19:09:59Z,FALSE,http://t.co/FNrPpd4lBO,http://www.starclinch.com,NA,https://pbs.twimg.com/profile_banners/3127586856/1488526401,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/619924708172017664/HdJ9ef4I_normal.jpg
3127586856,1479063810220560400,2022-01-06T12:14:26Z,StarClinch,"Precaution against #Omicron nobody gonna tell you about!
TC of your #Mentalhealth  and switch to #VirtualEvents
Book artists now at @StarClinch

#SwasthBharatSessionOnCOVID",Twitter Web App,172,NA,NA,NA,FALSE,FALSE,3,2,NA,NA,Omicron Mentalhealth VirtualEvents SwasthBharatSessionOnCOVID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127586856,StarClinch,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/StarClinch/status/1479063810220560386,StarClinch.com,"New Delhi, Delhi",NA,http://t.co/FNrPpd4lBO,FALSE,286,81,17,462,33,2015-04-01T19:09:59Z,FALSE,http://t.co/FNrPpd4lBO,http://www.starclinch.com,NA,https://pbs.twimg.com/profile_banners/3127586856/1488526401,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/619924708172017664/HdJ9ef4I_normal.jpg
3127586856,1478283779466678300,2022-01-04T08:34:52Z,StarClinch,"Though we have a strong back-up plan for our artists, but still we would ask for #NoMoreLockdowns

#weekendcurfew #Covid_19 #VirtualEvents #coronavirus https://t.co/vKthJ0ZxIR",Twitter Web App,151,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,NoMoreLockdowns weekendcurfew Covid_19 VirtualEvents coronavirus,NA,NA,NA,NA,http://pbs.twimg.com/media/FIPqGHFVEAAZ_tT.jpg,https://t.co/vKthJ0ZxIR,https://twitter.com/StarClinch/status/1478283779466678272/photo/1,photo,http://pbs.twimg.com/media/FIPqGHFVEAAZ_tT.jpg,https://t.co/vKthJ0ZxIR,https://twitter.com/StarClinch/status/1478283779466678272/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/StarClinch/status/1478283779466678272,StarClinch.com,"New Delhi, Delhi",NA,http://t.co/FNrPpd4lBO,FALSE,286,81,17,462,33,2015-04-01T19:09:59Z,FALSE,http://t.co/FNrPpd4lBO,http://www.starclinch.com,NA,https://pbs.twimg.com/profile_banners/3127586856/1488526401,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/619924708172017664/HdJ9ef4I_normal.jpg
1472694652608434200,1479797685116817400,2022-01-08T12:50:36Z,NicheMeraki,"360° TRACKPOD-AUTO FACE TRACKING CAMERA
Price Only $74.99

START SHOOTING VIDEOS LIKE A PRO
Trackpod helps you create the best dynamic shoots all by yourself! Using AI face-tracking technology keeps your phone centered on you entirely automatically! #trackingcamera #virtualevents https://t.co/VdewVQ2G1S",Twitter Web App,280,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,trackingcamera virtualevents,NA,NA,NA,NA,http://pbs.twimg.com/media/FIlLjgEUcAEBJX9.jpg,https://t.co/VdewVQ2G1S,https://twitter.com/NicheMeraki/status/1479797685116817408/photo/1,photo,http://pbs.twimg.com/media/FIlLjgEUcAEBJX9.jpg http://pbs.twimg.com/media/FIlLjgFVEAExbO0.jpg http://pbs.twimg.com/media/FIlLjgDVIAATHFO.jpg,https://t.co/VdewVQ2G1S https://t.co/VdewVQ2G1S https://t.co/VdewVQ2G1S,https://twitter.com/NicheMeraki/status/1479797685116817408/photo/1 https://twitter.com/NicheMeraki/status/1479797685116817408/photo/1 https://twitter.com/NicheMeraki/status/1479797685116817408/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/NicheMeraki/status/1479797685116817408,Meraki Niche,NA,"Hello and welcome to Meraki Niche, the place to find the best GADGET PRODUCTS  for every taste and occasion. We thoroughly check the quality of our goods!",https://t.co/dgwzEjtJPT,FALSE,1,8,0,2,2,2021-12-19T22:26:39Z,FALSE,https://t.co/dgwzEjtJPT,https://www.merakiniche.com,NA,https://pbs.twimg.com/profile_banners/1472694652608434185/1640714211,NA,http://pbs.twimg.com/profile_images/1475888486293164034/OQD49mtS_normal.jpg
1281448323346337800,1477958914566090800,2022-01-03T11:03:59Z,EPipeline,"Did you know❓
👉Business giants like Microsoft, AWS, Apple, Google, Adobe, etc. hosted virtual events. 
🔹Hosting a virtual event is a good option also for small businesses looking for a budget-friendly option.
So host a virtual event in 2022!
#eventspipeline #virtualevents https://t.co/CjawmHqGel",Twitter Web App,272,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,eventspipeline virtualevents,NA,NA,NA,NA,http://pbs.twimg.com/media/FILDyW8VcAcQntw.jpg,https://t.co/CjawmHqGel,https://twitter.com/EPipeline/status/1477958914566090752/photo/1,photo,http://pbs.twimg.com/media/FILDyW8VcAcQntw.jpg,https://t.co/CjawmHqGel,https://twitter.com/EPipeline/status/1477958914566090752/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/EPipeline/status/1477958914566090752,EventsPipeline,canada,EventsPipeline is on a mission to make automation incredibly easy and accessible to everyone at work.,NA,FALSE,78,50,2,301,49,2020-07-10T04:41:17Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1281448323346337793/1611280562,NA,http://pbs.twimg.com/profile_images/1352433858755522560/lZc3z8yI_normal.jpg
1281448323346337800,1479789772868522e3,2022-01-08T12:19:09Z,EPipeline,"Weekend Poll📢

When did the video conferencing technology debut?

👉Take the poll and answer!

#eventspipeline #virtualevents #virtualeventplatform #virtualconference #videoconference #poll #polltime",Twitter Web App,198,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,eventspipeline virtualevents virtualeventplatform virtualconference videoconference poll polltime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/EPipeline/status/1479789772868521984,EventsPipeline,canada,EventsPipeline is on a mission to make automation incredibly easy and accessible to everyone at work.,NA,FALSE,78,50,2,301,49,2020-07-10T04:41:17Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1281448323346337793/1611280562,NA,http://pbs.twimg.com/profile_images/1352433858755522560/lZc3z8yI_normal.jpg
